tid,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,label
4RayXmEhxLcf4Mgp9YDeky,0.0918,0.108,2,-22.925,0,0.0444,0.975,0.762,0.296,0.0327,86.707,1
45puxvUq92p5vcuVoASc9U,0.283,0.0595,4,-19.631,1,0.0456,0.95,0.0345,0.11,0.143,137.768,1
0jtgby6BUzrAKAxPoBMxiL,0.13,0.0941,4,-21.2,1,0.0402,0.55,0.826,0.483,0.107,86.911,1
7GNPRPWAQpfgpSmwIZfTZ9,0.348,0.192,5,-15.074,0,0.0473,0.974,0.0446,0.0844,0.0999,82.705,1
0BFJctGKh0cIb9bfVDTDuh,0.488,0.161,4,-14.089,1,0.0363,0.953,0.972,0.106,0.436,105.305,1
3xt1DBjpBQ3TSBnDbfVcgG,0.0893,0.0817,0,-21.915,0,0.0415,0.911,0.849,0.226,0.0399,85.577,1
0NbzmSCxQ5ShO8KxfB8osi,0.194,0.0452,4,-26.488,0,0.0417,0.993,0.776,0.0731,0.0395,86.499,1
1ugvVNHhqm1y4xlFEd7Zf2,0.192,0.103,5,-21.492,1,0.0439,0.939,0.658,0.111,0.181,92.285,1
06l8kDY9RlhLbOL8uLHy7U,0.0796,0.0535,0,-24.418,1,0.047,0.975,0.975,0.0426,0.0351,82.015,1
3nL8XacHaet4kk4q0wMmp4,0.269,0.154,9,-18.072,1,0.0387,0.93,0.751,0.109,0.104,134.817,1
4murBlWSko9HsCdFT0g3C4,0.282,0.049,7,-24.094,1,0.042,0.891,0.639,0.288,0.0526,94.76,1
1JXakipwwA9rUpNVWOceLG,0.119,0.0425,7,-25.683,0,0.0538,0.905,0.351,0.158,0.106,176.675,1
33cDISdFeiDrDBGlj57Whx,0.41,0.0964,7,-20.089,1,0.0405,0.923,0.0887,0.33,0.371,149.492,1
5S4BAajCoD7CkaWxyqH1H8,0.31,0.0546,10,-19.782,0,0.0371,0.906,0.574,0.0992,0.077,62.036,1
7l5eZh7GrzvP3ZoAhLw2cM,0.171,0.055,5,-24.659,0,0.0437,0.833,0.74,0.158,0.054,96.665,1
43a9SF39HIK863CEJwOHeg,0.188,0.0587,0,-26.196,0,0.0401,0.956,0.772,0.0837,0.147,104.88,1
3VgLfRnAgjDX7GuUWmCAgp,0.141,0.137,8,-15.424,1,0.0431,0.948,0.562,0.0612,0.0353,85.479,1
28ybYSsq7wKImQQXTAeWym,0.141,0.0784,8,-22.877,1,0.04,0.958,0.876,0.097,0.0677,80.492,1
2ogXFsA7lkL3qRgbSZa0ty,0.235,0.0272,3,-26.299,1,0.0449,0.988,0.267,0.0975,0.141,96.095,1
0oQocJMRDP9U1D4MlGbqlp,0.221,0.0773,10,-24.881,1,0.0408,0.925,0.00577,0.127,0.0944,84.594,1
1dM0Vwlr2uP3TYYq76IDI6,0.0993,0.0154,0,-34.797,1,0.0375,0.942,0.47,0.064,0.0764,88.646,1
2BAs3ieKesyd1cKNUXVOtm,0.124,0.0632,9,-25.258,0,0.0521,0.967,0.932,0.108,0.0361,82.475,1
0T2a6HAUQT4lrDUaT6c6Gm,0.0881,0.00433,2,-32.639,1,0.0455,0.969,0.926,0.107,0.0387,74.569,1
5t95BZGwvS6yzshk2ZTyMp,0.456,0.108,4,-16.453,1,0.0565,0.989,0.00272,0.142,0.804,111.851,1
2LtUSaRryjweRz2yOwoWRL,0.295,0.0251,0,-29.891,0,0.0463,0.94,0.439,0.0985,0.0393,103.992,1
6dI9hTX8xcZDfPkZmXDC3a,0.374,0.163,8,-18.493,1,0.0415,0.869,0.764,0.0837,0.523,166.296,1
4wRyBmCKI9MNqEBElaxDbc,0.397,0.0505,7,-25.054,0,0.0588,0.994,0.93,0.164,0.218,137.059,1
0gIB8Cpw5d97arnqFEeDUX,0.18,0.0383,5,-27.175,1,0.0428,0.918,0.168,0.0614,0.0391,105.25,1
6b9H8c7E6MJ8lkMmJ5xsQm,0.137,0.122,7,-18.731,1,0.0359,0.717,0.903,0.0998,0.0575,77.732,1
5OtU3gY9I4P38pRJyOGg18,0.121,0.0825,4,-24.735,1,0.0537,0.935,0.662,0.107,0.0735,75.31,1
4LLtc3d9V2M09l5TOXtVbK,0.131,0.0621,0,-23.623,1,0.0458,0.847,0.892,0.104,0.231,70.019,1
6KGbyJi9yJY00gLTteeTzt,0.314,0.113,2,-21.1,1,0.0398,0.975,0.901,0.121,0.243,124.377,1
3qzNMOAMWvzMtl3aPv9rOB,0.266,0.0662,7,-21.072,1,0.0356,0.977,0.922,0.102,0.0402,142.161,1
1ZpnptUG5sISwRx6fJQrXN,0.253,0.0313,4,-26.923,0,0.0522,0.993,0.927,0.114,0.0657,77.729,1
2UcUL4jytfVpW0jSXi3Ggi,0.157,0.184,4,-19.854,0,0.0442,0.539,0.922,0.107,0.0304,132.606,1
64LTn5fTsPR0QLy7bVYl9w,0.334,0.00732,4,-30.908,0,0.0355,0.991,0.952,0.0968,0.0964,60.171,1
3iNliE9VdKaPmpUangZfTB,0.271,0.0101,7,-32.125,1,0.0548,0.994,0.895,0.0923,0.0743,116.876,1
5XfmcJMAaifjRrIdLaXVLm,0.416,0.0164,5,-25.933,1,0.0483,0.991,0.866,0.116,0.0365,110.635,1
2mqHsw2SM72ajUCPXpgdZL,0.0713,0.00459,2,-37.039,0,0.0373,0.977,0.933,0.0871,0.0365,65.381,1
3mrWC8aEj9JrxKl6gQ0HRv,0.426,0.0153,1,-32.834,1,0.0372,0.993,0.957,0.108,0.265,104.717,1
2GJFu2G9fhaYFrOoX9bejs,0.296,0.0435,0,-29.73,1,0.0411,0.987,0.857,0.0786,0.0302,72.282,1
3RBI5zhMrrq0YDwSeEqTgZ,0.157,0.0633,10,-21.545,0,0.0433,0.922,0.962,0.0889,0.0373,135.223,1
2k2MprlqkmDMKKOOWGREzW,0.332,0.0525,0,-24.1,1,0.0388,0.991,0.891,0.0683,0.097,78.853,1
1YluEbLfaWBfV2GpQQLOcZ,0.447,0.0159,2,-25.612,0,0.063,0.995,0.933,0.195,0.107,131.542,1
0UDJzgIWDc1e6qS9rYldCY,0.378,0.00731,4,-34.115,0,0.061,0.992,0.928,0.0725,0.0508,130.922,1
52GQU2qUtb25jJEmg9hYcU,0.423,0.00748,1,-31.265,1,0.0486,0.993,0.962,0.1,0.194,71.835,1
7HvFEJxUMSKnfcZVJcRtur,0.515,0.104,9,-21.947,0,0.0301,0.711,0.818,0.122,0.206,128.021,1
5O3UGMP9XJLbshKKZHsrGN,0.524,0.0338,0,-28.584,1,0.0577,0.995,0.921,0.0907,0.25,111.753,1
4fU1mpvaRbTqRXZN6JNlRj,0.369,0.00372,2,-27.547,1,0.0391,0.992,0.858,0.0921,0.064,67.856,1
3o9br9LskOEbwc5irxfHqR,0.0877,0.0763,9,-23.986,1,0.0429,0.645,0.897,0.353,0.0509,78.535,1
2qJc1yHYxfdvfYfIq6HeMO,0.233,0.118,3,-20.231,1,0.0325,0.979,0.897,0.125,0.193,167.153,1
1VsxTA8He1KckavTf8fNlh,0.143,0.00194,0,-35.355,1,0.045,0.932,0.0318,0.0694,0.0495,139.295,1
6G6tIDO3rB8FktjkM70GGd,0.407,0.00453,5,-30.925,1,0.041,0.995,0.935,0.0798,0.0342,104.957,1
3WQHClV98OrOR4Sm5XgieC,0.288,0.0572,2,-22.903,0,0.0466,0.968,0.317,0.0972,0.116,108.379,1
0Kubohno5e03J30wNFg4B2,0.402,0.00517,1,-30.939,1,0.0551,0.995,0.893,0.0641,0.0656,65.18,1
2TxxLPHPHOsd3i5104tFv2,0.144,0.0641,4,-23.391,0,0.0441,0.913,0.304,0.115,0.0393,90.685,1
0KyVvY5yqaTYrw999KD1Gg,0.141,0.087,9,-23.517,0,0.0409,0.912,0.964,0.113,0.0399,87.721,1
4zCxFnvD9HWIaDPImLSOq4,0.142,0.0152,7,-30.817,1,0.0377,0.964,0.854,0.115,0.0746,92.621,1
3hCPh4oVVjaM8tv9sFH8cx,0.335,0.00501,1,-33.366,1,0.0451,0.993,0.919,0.0618,0.0383,132.085,1
0MPYUwNGF3D7dvBoAIlMVh,0.571,0.0929,0,-21.029,1,0.0438,0.984,0.889,0.163,0.0394,125.957,1
5GvFoTt81kcLw6eEJlfCKT,0.0823,0.00841,10,-30.674,1,0.0417,0.979,0.792,0.0994,0.0529,172.465,1
4eY2bxGE2ykwefZ3adjetE,0.0709,0.0155,1,-32.939,1,0.0435,0.949,0.785,0.0924,0.0315,76.646,1
2WZNkbVqATzXscJ6VgYJeo,0.172,0.131,4,-21.663,1,0.0468,0.898,0.0392,0.131,0.0476,95.309,1
5NU8pIT0Yp8wgaUiHZM90w,0.163,0.168,10,-20.328,0,0.0349,0.961,0.862,0.115,0.0385,65.77,1
4w9Gw4IWc1604YxRJ6UXc9,0.201,0.137,9,-12.47,0,0.0382,0.979,0.507,0.114,0.197,165.398,1
0sIwhUWbDa1wQlYScO2OZl,0.27,0.0792,9,-21.743,0,0.0345,0.945,0.786,0.0858,0.0378,69.968,1
3IIboL1W5mfWjzPZenvCVe,0.319,0.0305,0,-26.11,1,0.0463,0.994,0.948,0.0846,0.11,95.801,1
0Jr2u6Boq38ZxeO9fekUL3,0.0629,0.183,0,-17.546,1,0.145,0.604,0.865,0.109,0.0273,69.583,1
2d6ml9Qkx8r4EjuUyrdpRV,0.261,0.0149,1,-27.528,1,0.0419,0.992,0.897,0.102,0.0382,75.296,1
1AmtjiQt97lpA5inWCdzIy,0.12,0.0078,5,-31.416,0,0.0444,0.894,0.852,0.369,0.03,149.964,1
6Y5MWmnE9iECH7t2gOKUVl,0.163,0.0377,5,-21.536,1,0.0371,0.869,0.633,0.128,0.0354,70.11,1
5dqX3SxRRVVrz6FAXR95H7,0.216,0.0897,8,-21.605,1,0.0477,0.914,0.073,0.0844,0.0628,132.059,1
0Tx61KMDoqr3uNMhNcXXhB,0.267,0.0152,3,-31.308,1,0.0448,0.952,0.578,0.0979,0.248,128.427,1
1Zv6RyHM08gyC4qvOlCZUL,0.299,0.0319,2,-30.624,1,0.0603,0.994,0.928,0.105,0.0975,105.922,1
0VEf913GDXMlb196o6VOCV,0.224,0.0265,5,-27.292,1,0.0468,0.981,0.982,0.101,0.0623,81.364,1
1LFshblNG5R1mtzWLjfeFm,0.22,0.031,5,-24.154,0,0.0426,0.864,0.714,0.11,0.071,109.328,1
6IjoiTqAOtMNOA2KOEm2b9,0.131,0.0208,2,-28.56,1,0.0491,0.987,0.0363,0.0686,0.128,86.952,1
1Wy5fW4R9zU0wQcC7ufHxi,0.366,0.00713,2,-30.181,1,0.0526,0.995,0.963,0.0705,0.036,67.461,1
17oLsEzzlGFlrBKViCzmGc,0.479,0.174,10,-18.021,0,0.0371,0.952,0.841,0.115,0.296,103.577,1
1KM99JjxJzU26mwwcLpAPo,0.163,0.0203,9,-32.112,0,0.0475,0.898,0.217,0.0757,0.0353,131.124,1
0LrA0EtiJsr4tDHIGw82OW,0.109,0.0693,8,-21.196,1,0.0388,0.986,0.931,0.13,0.0411,58.869,1
3g98x0UrsfWzpiRR2gmLtR,0.0655,0.0137,9,-34.624,1,0.0498,0.953,0.824,0.108,0.0328,71.339,1
48I99KUopQ2TOvU3uFL0rz,0.38,0.0342,7,-29.643,1,0.039,0.992,0.948,0.107,0.21,109.011,1
5FOHBhUtWl2x5Z6qflA8nd,0.147,0.0457,0,-19.188,1,0.042,0.96,0.927,0.106,0.0364,138.942,1
24Y4um6M2d4huD6Lx4aHcv,0.312,0.0482,2,-25.766,1,0.0436,0.98,0.95,0.123,0.0722,111.59,1
0EKPj41uhOc0r0UjkKbjsm,0.183,0.0075,0,-33.087,1,0.0395,0.974,0.59,0.0731,0.127,66.333,1
1DdyioI2yXhLwR1pn5Hczk,0.18,0.0382,2,-22.028,0,0.0452,0.983,0.0141,0.15,0.0593,69.897,1
1ykbtFnlIjmIFnZ8j6wg6i,0.131,0.137,2,-20.553,1,0.0387,0.934,0.485,0.087,0.0465,78.577,1
32Icp7aedxQEHmvPPGrOFd,0.195,0.00736,0,-28.34,1,0.0355,0.867,0.738,0.0786,0.0382,42.313,1
4u2qyRFTBYm3Se02t0Ki7d,0.146,0.154,5,-16.92,1,0.0449,0.808,0.648,0.124,0.0383,143.625,1
5KhznZQE9EbrmXx2Q9WUZM,0.209,0.0407,5,-20.998,1,0.045,0.995,0.894,0.109,0.0788,66.236,1
4O2N861eOnF9q8EtpH8IJu,0.484,0.192,2,-15.378,1,0.0465,0.991,0.908,0.106,0.0559,100.084,1
66EIPOdC3UZZCJdiUSRo92,0.222,0.117,2,-20.966,1,0.0433,0.905,0.919,0.111,0.0883,91.624,1
4mnbrrduAIy9ZyNoi4byOU,0.0905,0.00523,1,-28.178,1,0.0412,0.979,0.879,0.0615,0.0307,71.001,1
1w0k9Eu4dovVNWKVlnRzcH,0.11,0.0108,5,-34.892,1,0.0377,0.983,0.944,0.0755,0.0762,66.038,1
5FRGTGPZ7uA6JaLAH55PVV,0.0808,0.00285,4,-41.786,0,0.0402,0.984,0.666,0.0736,0.0375,64.48,1
3DRu1GI6qvtVUDnygcTTj6,0.388,0.00843,9,-31.898,0,0.054,0.994,0.919,0.0861,0.179,114.314,1
1Vk4yRsz0iBzDiZEoFMQyv,0.476,0.192,9,-15.753,1,0.064,0.976,0.928,0.119,0.114,116.542,1
5YBH5bL6pxG4pJsAVw9zbL,0.148,0.0744,10,-23.261,0,0.0451,0.944,0.146,0.0682,0.0478,88.072,1
6b4aMRJyI1vqwvrNZkDU4e,0.156,0.0475,4,-29.722,0,0.0364,0.753,0.939,0.112,0.0904,135.439,1
0c11dbNvZuY1pXL6VybKBh,0.15,0.0234,3,-24.527,1,0.0432,0.995,0.936,0.103,0.066,62.36,1
1ybtJbR4ARqmjl6dD2VtYU,0.151,0.103,9,-22.221,1,0.0412,0.918,0.852,0.0756,0.036,97.5,1
33B1XmfncHqnfkrYZIcHbD,0.304,0.0116,7,-33.19,0,0.0337,0.983,0.963,0.104,0.0364,77.84,1
6QzTQbDkDz6eG4GTFIo4KD,0.351,0.0472,5,-21.655,1,0.0436,0.977,0.219,0.0611,0.203,148.564,1
76d6R3Arx2LCszSyXALNeW,0.195,0.111,0,-19.249,1,0.0406,0.764,0.00318,0.0728,0.0474,109.47,1
2vBuaUzWANdghLfM1nF0Yw,0.194,0.079,4,-21.389,1,0.0425,0.969,0.498,0.126,0.082,100.309,1
2JRehMMtFkGj0Agux7LNWs,0.146,0.00849,0,-36.382,0,0.0384,0.97,0.932,0.101,0.0389,77.324,1
1s9GYilV9guTnwidLuBV7I,0.194,0.106,0,-27.097,1,0.0389,0.935,0.752,0.0833,0.0387,99.537,1
1vRDKkxMscAH1o8emcDbcw,0.439,0.00257,1,-32.686,1,0.0583,0.995,0.936,0.0715,0.0375,131.858,1
2MZSXhq4XDJWu6coGoXX1V,0.558,0.0259,8,-30.016,1,0.0458,0.996,0.871,0.0969,0.37,157.811,1
123zFAGx0F5ScgrLrCWGDX,0.204,0.0305,2,-31.159,1,0.0462,0.965,0.268,0.111,0.0394,114.214,1
0LCaQybvZqPsW1Y1y7clD4,0.163,0.0427,3,-29.813,1,0.0401,0.979,0.884,0.126,0.0451,97.137,1
39lfUslSPk44SDc8cbfltW,0.178,0.143,5,-20.394,0,0.0407,0.938,0.379,0.114,0.0498,90.75,1
6iL0pob2CNH1KNXPsSl9Fo,0.448,0.111,10,-20.606,1,0.0353,0.991,0.898,0.0974,0.0755,74.76,1
09I7DjJtkvTPORULHE7yCY,0.163,0.021,5,-26.363,1,0.0478,0.955,0.884,0.0868,0.0367,129.627,1
3pYB28IRzhtR5cHXLINchp,0.514,0.755,11,-8.455,1,0.03,0.354,0.0664,0.144,0.599,77.415,2
36qo9oMO8yRrZMsDcd5x83,0.618,0.75,5,-6.938,0,0.0641,0.324,0.0168,0.431,0.864,88.179,2
1fpGZJnHXFEbq8UIWIKmHH,0.775,0.55,9,-3.765,1,0.0345,0.183,0,0.0434,0.72,109.952,2
6RZmhpvukfyeSURhf4kZ0d,0.731,0.664,0,-5.474,1,0.0302,0.00307,0.35,0.133,0.661,118.018,2
0QSPFCvGJlu0xR51gXG70M,0.595,0.838,11,-4.878,1,0.0334,0.00252,0.0776,0.0594,0.279,127.042,2
4BNew3AqFCvABdFsYMRiyB,0.369,0.441,4,-11.879,1,0.0327,0.931,0.0199,0.105,0.218,128.968,2
0OYf62rdwDouKohtCALD55,0.702,0.748,9,-9.304,1,0.0463,0.0334,0.00296,0.104,0.967,123.02,2
46LXErxjs0JgFiaUshrSBI,0.611,0.605,6,-9.151,1,0.0858,0.118,0.00012,0.0856,0.45,147.971,2
4gwltSjdrzKtKz9dlk2Wja,0.724,0.48,2,-7.537,1,0.0342,0.211,0.0772,0.289,0.591,125.007,2
0FjyvdAffyJcnvbv3dLFyw,0.699,0.464,5,-8.933,0,0.0744,0.39,0.171,0.315,0.283,110.986,2
0KAW820FoYhpDe3lsgMRaC,0.511,0.674,9,-9.536,1,0.0274,0.117,0.0105,0.129,0.663,173.949,2
06LHQcT0e2tq8arQJQFJ1Q,0.804,0.2,11,-12.015,1,0.197,0.896,2.45e-06,0.214,0.426,99.981,2
56PgQIFxAvXcEtXNYrsB0w,0.673,0.739,1,-7.529,1,0.0266,0.0115,0.0162,0.371,0.961,111.968,2
6DvXURYvXYnxuCQCHDbopQ,0.569,0.424,9,-8.007,1,0.038,0.597,0.00489,0.313,0.397,75.367,2
7aT4ZJdlcNp5SLPZLr6Irw,0.773,0.286,2,-13.066,1,0.0332,0.693,0.865,0.0952,0.718,99.031,2
3AVrVz5rK8Hrqo9YGiVGN5,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,2
25JOOXgL3bVkBzjzGvcLoE,0.602,0.553,2,-7.594,1,0.0478,0.585,0.000212,0.0874,0.496,77.993,2
5TUZhrb8UaaA76NhzZax2Z,0.568,0.891,0,-5.786,1,0.0376,0.000896,0.000137,0.357,0.522,104.954,2
22iZ9lazlmjPO9sp0uzUex,0.742,0.556,1,-8.252,0,0.0262,0.234,0.73,0.108,0.721,110.995,2
0qyIfrncrrZQlx2jaffhYm,0.834,0.48,7,-9.227,1,0.0309,0.689,0.0518,0.141,0.67,114.034,2
308prODCCD0O660tIktbUi,0.562,0.686,7,-8.48,1,0.0249,0.31,0.0225,0.125,0.466,103.054,2
6lhuBaygBqxBjdcXrM685k,0.575,0.72,4,-10.72,0,0.0539,0.0956,0.0587,0.18,0.326,124.987,2
1zALEEIF3ipCSQMyHBzwPf,0.737,0.522,6,-9.205,0,0.0485,0.0772,0.00347,0.152,0.768,86.985,2
2CBtdZVcpSwaxOcLUi1AGo,0.879,0.413,1,-9.161,0,0.0575,0.816,0.221,0.318,0.869,109.988,2
6gr9bP5jpNjlRpbF4gLjqi,0.749,0.656,0,-5.59,1,0.141,0.228,1.46e-05,0.348,0.594,105.11,2
3xeM8VBsUEcrCZK61hojGn,0.651,0.533,1,-8.726,1,0.0592,0.131,0.181,0.158,0.573,79.538,2
6jS0tlsYkTguOQPMuQsW4E,0.723,0.615,9,-7.287,0,0.059,0.849,0.883,0.108,0.614,119.247,2
5OplD6jkrUT7XJFFIM6mph,0.697,0.41,7,-9.149,1,0.144,0.412,0.79,0.111,0.377,166.133,2
6UcQPAH459nMfAXAvV9Udc,0.55,0.791,6,-5.543,1,0.0494,4.44e-05,1.02e-06,0.103,0.321,128.034,2
2rVAtdA3LWr18RAVGXZNkw,0.589,0.436,6,-11.811,1,0.038,0.0117,0.0691,0.115,0.9,99.924,2
4Ef1QKChVVBQLt0wmTycUS,0.593,0.557,8,-13.319,1,0.0483,0.389,0.54,0.103,0.502,180.099,2
7enQQopiJ8KAsQGNJlm6ZH,0.793,0.488,10,-10.768,0,0.231,0.726,0.169,0.122,0.43,174.424,2
5VGEgFZfWBoEOGb3Vlo3rU,0.845,0.583,9,-5.948,0,0.0773,0.114,0.000536,0.1,0.842,149.941,2
1zNrtAQhwbRyFmsf3yoBqT,0.337,0.891,0,-5.467,1,0.0511,0.000322,0.000596,0.0908,0.199,172.173,2
1qxZswAdBvM0JMUoV83J1b,0.616,0.458,3,-11.832,1,0.0455,0.503,0.0035,0.115,0.53,79.574,2
4FFCuJWEx69r8Azm3RI3Cw,0.674,0.796,9,-8.139,0,0.0526,0.648,0.0101,0.111,0.155,129.986,2
69TJLfGTUYSugs2Yi1dnG3,0.682,0.278,0,-13.459,1,0.0972,0.665,0.00091,0.114,0.373,80.011,2
5f4jIPLCdVFXLOO3wadbiM,0.545,0.408,8,-8.212,1,0.0257,0.119,0.0472,0.118,0.171,134.986,2
4iaaEAAyCWrQdYT5tRnyDb,0.746,0.759,7,-3.078,1,0.042,0.0979,0.0139,0.598,0.623,112.31,2
59BJgnWKzFnh5TGkhHfmod,0.641,0.848,2,-4.866,1,0.0298,0.0102,3.83e-05,0.0912,0.819,119.945,2
4S6PolgPZ5OLph314ww8Fg,0.606,0.589,7,-7.194,0,0.0456,0.75,0.0102,0.0922,0.889,174.285,2
6w3yDygiESvllsTJzziB0G,0.606,0.62,8,-5.787,1,0.0461,0.0107,0.000903,0.106,0.667,124.169,2
3LXprYdzVPc76n9ypWTrM8,0.605,0.49,0,-7.148,1,0.0465,0.128,0.000119,0.38,0.355,140.172,2
4yYixO4SqiqqWqWA9uSXDq,0.718,0.739,8,-5.554,0,0.0438,0.351,0.000124,0.0745,0.616,106.003,2
1rV59uezLaLErSyjNHPhTJ,0.714,0.243,0,-13.513,1,0.0479,0.646,0.21,0.11,0.504,125.832,2
5WfACgyEk4rwdWU3rrzNt1,0.395,0.174,6,-10.313,1,0.043,0.916,0.00602,0.104,0.221,73.773,2
72U4gGNbutUFgzOuAsevwq,0.574,0.819,0,-7.192,1,0.0336,8.24e-05,0.451,0.0552,0.718,166.963,2
3fYNwEQae0P0K6anyJzJgr,0.697,0.248,10,-10.54,1,0.0278,0.875,0.000901,0.11,0.382,101.981,2
4tZwZVNhVCeBQYQtgQN5vW,0.627,0.761,2,-8.57,1,0.036,0.000237,0.839,0.135,0.672,128.005,2
15gL4n95OG5KEQLCMXPQzp,0.313,0.727,4,-6.104,1,0.0996,0.37,0.00838,0.101,0.273,149.867,2
3OREiYBiC7wSpOLukQMDZR,0.675,0.38,4,-8.622,0,0.0315,0.715,0.000201,0.174,0.7,94.92,2
3Pqy5RRW33bhxYXN0ZZNXG,0.778,0.465,8,-8.637,1,0.0328,0.803,0.169,0.105,0.477,121.962,2
0DodvoV40rsxLewqzzWEeb,0.684,0.711,9,-6.476,1,0.0263,0.0131,0.238,0.0619,0.477,144.016,2
4lAfXpZKFDEudiEzLB9uHm,0.818,0.272,3,-15.304,0,0.0733,0.832,0.152,0.0892,0.503,141.503,2
01EZT06EIdnVOLl96Parta,0.766,0.563,4,-9.766,1,0.0396,0.422,0.102,0.142,0.706,93.079,2
3YopR9iqzcQei6l8DJ5Ylo,0.559,0.876,6,-5.625,1,0.0288,0.0244,0.284,0.0971,0.448,142.005,2
7D56acHvA76RlIuebqxWKD,0.514,0.632,4,-7.544,1,0.145,0.453,0.0118,0.106,0.531,85.018,2
4i2s69U5vRLS0KQtNMAWbb,0.397,0.512,8,-6.734,1,0.0307,0.241,0.00391,0.1,0.0765,127.401,2
3Yoy8R29IewKS8sO80L4XB,0.508,0.827,2,-8.612,1,0.0357,0.085,0.0134,0.0572,0.14,118.009,2
2X1PJ3l0wM4D42EiEdVh5W,0.38,0.416,7,-10.237,1,0.0383,0.886,1.2e-05,0.156,0.604,93.445,2
3Bqw48ecyeeOHvuU1jYy6C,0.646,0.705,7,-5.816,1,0.0294,0.495,4.77e-05,0.151,0.223,91.513,2
3wDbyc59SQyOwwCDuhoA0E,0.788,0.624,9,-8.034,1,0.0501,0.178,0.0105,0.0608,0.602,89.98,2
2k0HXdTDW28JFAaS8TaHeA,0.289,0.619,0,-5.97,1,0.125,0.877,0.0298,0.397,0.197,72.139,2
3MysmIY9A5dXcj5hbBQsDS,0.532,0.171,9,-12.822,1,0.0301,0.916,1.21e-05,0.112,0.23,106.959,2
3Hs0xJpEOcJsWeayaLbeXR,0.836,0.74,9,-4.77,0,0.057,0.0622,0.0034,0.121,0.445,101.986,2
5i5fCpsnqDJ9AfeObgd0gW,0.415,0.878,1,-3.65,0,0.32,0.0564,0.00348,0.222,0.309,191.777,2
0UdYkM8rQeOV9B8n65fsfN,0.672,0.684,2,-6.084,1,0.0235,0.258,0,0.393,0.664,100.51,2
2vjo6HuhOURw0wXsb0EVCa,0.573,0.734,8,-5.576,1,0.0416,0.000796,0.112,0.102,0.13,101.023,2
12eyxtPAkRu24In2iftPEp,0.762,0.503,8,-6.23,1,0.048,0.664,0.0937,0.145,0.572,98.014,2
5TxwBIN4MTTWLvW3Tl5ttE,0.553,0.512,5,-7.759,1,0.0465,0.569,3.87e-05,0.107,0.259,94.96,2
7tVYedjMc62HAxf10SbncH,0.584,0.76,10,-5.724,1,0.0299,0.0475,0.187,0.0843,0.782,134.989,2
2imAA5ofcn4dCRVNjKyEq3,0.599,0.458,10,-4.366,0,0.0266,0.0114,0.00464,0.0996,0.352,69.971,2
5XRfIAdgYxZ3jLiqxSZnRj,0.397,0.253,4,-9.862,1,0.0308,0.968,0.000108,0.104,0.16,103.427,2
7egz7bbHGeQP32mcO3DxnI,0.287,0.946,4,-5.045,0,0.172,0.00685,6.39e-05,0.0866,0.216,175.951,2
3k473mHQJ3JQCjOzYYHbs6,0.517,0.624,6,-6.108,1,0.0407,0.0101,0.419,0.235,0.461,169.974,2
7LmMQyOx62rbprC2eyPtHO,0.702,0.691,1,-8.825,0,0.0365,0.173,0.25,0.0877,0.728,167.996,2
1dgCF73ruK4qTXrx0TZ0j7,0.526,0.357,8,-9.876,1,0.0269,0.54,0.801,0.119,0.293,142.607,2
4P04T22VRDMfG7Yk0SMMxP,0.729,0.874,2,-5.585,1,0.0324,0.134,0.00011,0.198,0.917,123.001,2
5YYIPLmYIkAle6s7Kf34qI,0.562,0.718,4,-6.155,1,0.0302,0.741,0.852,0.175,0.185,146.031,2
2mDYYGaGd9uXKkK2YhDA3i,0.628,0.571,0,-3.897,1,0.0631,0.00602,8.89e-05,0.0833,0.465,119.894,2
0GN6R2MTtwVtaWNNFAIIFu,0.508,0.468,9,-6.657,1,0.0288,0.0676,0.000671,0.121,0.333,102.765,2
3MMLO6TUL07tze9IXud0Vc,0.656,0.628,0,-10.161,1,0.0339,0.304,0.074,0.135,0.715,144.036,2
17hWC0trWpd4NFLBldsmr0,0.748,0.547,6,-9.356,0,0.0395,0.521,0.584,0.113,0.191,119.994,2
5S5S5oiwdGS4ppgXmF2w0V,0.663,0.735,6,-5.52,1,0.0282,0.208,4.53e-05,0.114,0.494,114.968,2
04DdNbTmZAgHfNP6FdY3Sa,0.644,0.756,7,-8.342,1,0.0273,0.567,0.158,0.151,0.802,120.03,2
6gJ2H930mAD1zRqmoFiE4W,0.802,0.494,11,-10.099,0,0.059,0.428,0.103,0.107,0.518,82.014,2
2WpMB2RxvNOnStRrT2e2kC,0.888,0.54,1,-6.071,0,0.134,0.348,0.309,0.0821,0.806,99.992,2
0EUw3ZK8Ti14t6R6FOP8Ty,0.438,0.47,5,-10.94,1,0.0243,0.357,0.821,0.113,0.282,92.653,2
49Nvfaxj7ZbGkMov8odLmW,0.68,0.714,1,-4.557,0,0.0612,0.0675,0.00455,0.117,0.561,133.127,2
1sL0oHu8NCQpImkjxkoVXj,0.643,0.414,2,-13.213,1,0.101,0.0302,0.849,0.183,0.967,101.299,2
5KRyn0z6znMxUUojq0NzuQ,0.692,0.854,6,-4.543,0,0.0672,0.00181,0.00762,0.333,0.833,124.008,2
